^ Hex ^ Display ^
|dcfecdfcd7c620d5e4f8d8e0fedbd22020202020 \ 2020202020202020202020202020202020202020|мўЭќзЦ ефјирўлв      \                     |
|e2d7fee920e3fefdfceafefddafed3c620202020 \ e0fed2f4f9dce3d8e0fedbd22020202020202020|тзўщ уў§ќъў§кўгЦ     \ рўвєљмуирўлв        |
|d6d0e4feeafefddafed3c6e6cdd3f8ced8ddf9d6 \ dad3d6fddccde9dcdcfec620d5efe1d8e0fedbd2|жафўъў§кўгЦцЭгјЮинљж \ кгж§мЭщммўЦ еясирўлв|
|eefee0fdd6fe20ebced3dcfedbfae5d2e4d7ea20 \ edfee2e9e3fefdfcc620e2d6cfe3d8e0fedbd220|юўр§жў ыЮгмўлњхвфзъ  \ эўтщуў§ќЦ тжЯуирўлв |
|f3d3d2e1e4fe20d5d6d9e6e5f9e4d7ea20202020 \ b7c620d5dce3d8e0fedbd2202020202020202020|ѓгвсфў ежйцхљфзъ     \ ЗЦ емуирўлв         |
|f3d3d2e1e4fe20d5d6d9e6e5f9e4d7ea20202020 \ b7c620d5dce3d8e0fedbd2202020202020202020|ѓгвсфў ежйцхљфзъ     \ ЗЦ емуирўлв         |
|e0e0fed2efe920e2d3fce6ea2020202020202020 \ f8ced3d7fdd6fe20d6d6f8efdefd202020202020|ррўвящ тгќцъ         \ јЮгз§жў жжјяо§      |
|dcfecdfcd7c620d5d2e320f3d3d2e1e4fe202020 \ eadcfef2d6f720d5e8d6fed2dcefdd2020202020|мўЭќзЦ еву ѓгвсфў    \ ъмўђжї ешжўвмян     |
|dcfecdfcd7c620d5d2e3d8e0fedbd22020202020 \ 2020202020202020202020202020202020202020|мўЭќзЦ евуирўлв      \                     |
|202020e2d3fcd6fe20d6e9d3e3fedd2020202020 \ dcfecdfcd7c6d5d2e3eadcfef2d6f7e4fed3dffe|   тгќжў жщгуўн      \ мўЭќзЦевуъмўђжїфўгпў|
|dae9eafefddafed3e6ea20d5d6d9e6e5faefdefd \ b7c620d5dce3d8e0fedbd2202020202020202020|кщъў§кўгцъ ежйцхњяо§ \ ЗЦ емуирўлв         |
|2020202020202020202020202020202020202020 \ d5e4f8d1e2d6d2ea20dccdd3f8ced3dcefdce020|                     \ ефјбтжвъ мЭгјЮгмямр |
|d6d0e4feea202020202020202020202020202020 \ d5e2d6d2e6e5faefdefd20202020202020202020|жафўъ                \ етжвцхњяо§          |
|dad3d6ea20202020202020202020202020202020 \ d5e2d6d2e6e5faefdefd20202020202020202020|кгжъ                 \ етжвцхњяо§          |
|d5f6ebfee0fedc20dce3d2efdd20202020202020 \ e4fed3dffe20d5eae5dcd8e0fedbd22020202020|еіыўрўм мувян        \ фўгпў еъхмирўлв     |
|dceafef7d820d5efe1d8e0fedbd2202020202020 \ d8f8d6d4dc20d5f6ebfee0fedc20dce3d2efdd20|мъўїи еясирўлв       \ ијждм еіыўрўм мувян |
|2020202020202020202020202020202020202020 \ f1dad3e3fedd20b7c620d5dce3d8e0fedbd22020|                     \ ёкгуўн ЗЦ емуирўлв  |
|dad3d6fde0fed2e9202020202020202020202020 \ d5d3e4d3d6fe20d1f8efdefd2020202020202020|кгж§рўвщ             \ егфгжў бјяо§        |
|202020d9d2dad8d5fdd6fe20e5f8efdce0202020 \ 202020d6eafed0d6fe20d1d2e3d2efdd20202020|   йвкие§жў хјямр    \    жъўажў бвувян    |
|d6d0e4fec6d2fae320e4f8e0fedce3d8e0fedbd2 \ efe0ea20e0fed2f4f9dce3d8e0fedbd220202020|жафўЦвњу фјрўмуирўлв \ яръ рўвєљмуирўлв    |
|d6d0e4fec6d2fae320e4f8e0fedd20efe0ea2020 \ dad3d6c620d2fae3d8e0fedbd220202020202020|жафўЦвњу фјрўн яръ   \ кгжЦ вњуирўлв       |
|dad3d6c620202020202020202020202020202020 \ d2fae3d8e0fedbd2202020202020202020202020|кгжЦ                 \ вњуирўлв            |
|d8fadcfecfe4d6d0e4fe3a202020202020202020 \ dad3d63a20202020202020202020202020202020|ињмўЯфжафў:          \ кгж:                |
|e2d7fee920e3fefdfcc620d6d9e3d8e0fedbd220 \ d8fadcfecfe4d6d0e4fe3a202020202020202020|тзўщ уў§ќЦ жйуирўлв  \ ињмўЯфжафў:         |
|e9daf8dcfed6fd28ebfeced32920202020202020 \ e2d3fcc620e2e2fed9e0d2e4d7ea202020202020|щкјмўж§(ыўЮг)        \ тгќЦ ттўйрвфзъ      |
|e2d3fcdcfed6fd20202020202020202020202020 \ dbd2e2d3fce6ea20b7c620d5dce3d8e0fedbd220|тгќмўж§              \ лвтгќцъ ЗЦ емуирўлв |
|d6d0e4fec620d2fae320e4f8e0feddd620202020 \ f8ced3d7fdd9d2dbfdc620d5efe1d8e0fedbd220|жафўЦ вњу фјрўнж     \ јЮгз§йвл§Ц еясирўлв |
|e2e2fed9f7faefdefd2020202020202020202020 \ dcced3d6fed8dad3d6d6fe20d5d5ddd7feefdd20|ттўйїњяо§            \ мЮгжўикгжжў еензўян |
|dad3d6e920d3d9e2d9d6fe202020202020202020 \ e3fed7efdefd2020202020202020202020202020|кгжщ гйтйжў          \ уўзяо§              |
|e2e5d6fef8efdce0202020202020202020202020 \ 2020202020202020202020202020202020202020|тхжўјямр             \                     |
|dae9e3fefdfcd6fed2dcccea2020202020202020 \ d6d0e4fee3feea20d6d9f7faefdefd2020202020|кщуў§ќжўвмЬъ         \ жафўуўъ жйїњяо§     |
|f8ced3d7fdd9d2dbfdd6fe20e3fed7efdefd2020 \ d6d0e4fec6e2d6d3d6d6d9e5d5dce3d8e0fedbd2|јЮгз§йвл§жў уўзяо§   \ жафўЦтжгжжйхемуирўлв|
|d6d0e4fee9d6d8e6fdd6fe20e3fed7efdefd2020 \ dad3d6c6e2d6d3d620d6d9e5d5dce3d8e0fedbd2|жафўщжиц§жў уўзяо§   \ кгжЦтжгж жйхемуирўлв|
|e2d3fcf8ced3d7fdd6fe20e0d6d8e5f8efdd2020 \ d6d0e4fec620e2d6cfe3d8e0fedbd22020202020|тгќјЮгз§жў ржихјян   \ жафўЦ тжЯуирўлв     |
|dae9d6d0e4feea20f1dad3e3fedd202020202020 \ dcfecdfcd7c620d5d2e320d8e0fedbd220202020|кщжафўъ ёкгуўн       \ мўЭќзЦ еву ирўлв    |
|dae9d6d0e4feea20f1dad3e3fedd202020202020 \ dcfecdfcd7c620d5d2e320d8e0fedbd220202020|кщжафўъ ёкгуўн       \ мўЭќзЦ еву ирўлв    |
|dae9d6d0e4feea20f1dad3e3fedd202020202020 \ dcfecdfcd7c620d5d2e320d8e0fedbd220202020|кщжафўъ ёкгуўн       \ мўЭќзЦ еву ирўлв    |
|dae9d6d0e4feea20f1dad3e3fedd202020202020 \ dcfecdfcd7c620d5d2e320d8e0fedbd220202020|кщжафўъ ёкгуўн       \ мўЭќзЦ еву ирўлв    |
|dae9d6d0e4feea20f1dad3e3fedd202020202020 \ dcfecdfcd7c620d5d2e320d8e0fedbd220202020|кщжафўъ ёкгуўн       \ мўЭќзЦ еву ирўлв    |
|dae9eafefddafed3e6ead5d6d9e6e5faefdefd20 \ b7c620d5dce3d8e0fedbd2202020202020202020|кщъў§кўгцъежйцхњяо§  \ ЗЦ емуирўлв         |
|d6d0e4fec6d2fae3d8e0fedbd220efe0ea202020 \ eafefddafed3c6e0fed2f4f9dce3d8e0fedbd220|жафўЦвњуирўлв яръ    \ ъў§кўгЦрўвєљмуирўлв |
|e0fed2f4f9e9dce0e920dbdcdaf0d8fee1e62020 \ d6d0e4fec620d2fae3d8e0fedbd2202020202020|рўвєљщмрщ лмк№иўсц   \ жафўЦ вњуирўлв      |
|dee2f2d2c620d6d8e6fddce32020202020202020 \ f3d3d2e1e4fe20d2fae3d8e0fedbd22020202020|отђвЦ жиц§му         \ ѓгвсфў вњуирўлв     |
|d6d0e4fec620dbd2dafeefe3fe20202020202020 \ dbdcdafde3fed8e0fedbd2202020202020202020|жафўЦ лвкўяуў        \ лмк§уўирўлв         |
|d6d0e4fec6d2faf9d620dad3d6c6202020202020 \ d2fae3d8e0fedbd2202020202020202020202020|жафўЦвњљж кгжЦ       \ вњуирўлв            |
|d6d0e4fec620d2faf9d620202020202020202020 \ f8ced3d7fdd9d2dbfdc620d5efe1d8e0fedbd220|жафўЦ вњљж           \ јЮгз§йвл§Ц еясирўлв |
|dae9d6d0e4feea20202020202020202020202020 \ dbfefde0fed6ecfedfd820e3fedd202020202020|кщжафўъ              \ лў§рўжьўпи уўн      |
|d1e5e0e9eafefddafed3c6d5dce3d8e0fedbd220 \ d8fadcfecfe4d6d0e4fe3a202020202020202020|бхрщъў§кўгЦемуирўлв  \ ињмўЯфжафў:         |
|e9daf8dcfed6fd28ebfeced32920202020202020 \ d1e0f7dcd2d6d0e4fec620d2fae3d8e0fedbd220|щкјмўж§(ыўЮг)        \ брїмвжафўЦ вњуирўлв |
|d8fadcfecfe4d6d0e4fe3a202020202020202020 \ d6d0e4fec620e4f8e0fedce3d8e0fedbd2202020|ињмўЯфжафў:          \ жафўЦ фјрўмуирўлв   |
|d7eefdf8ced3d7fd202020202020202020202020 \ e2d2d6f8ced3d7fd202020202020202020202020|зю§јЮгз§             \ твжјЮгз§            |
|d5caf7ebfee6e5cfe020e3fefdfcd6d2dcf4ea20 \ dae9dceaf7d2eed3eed3c6d1e2d6cfe3d2efdefd|еЪїыўцхЯр уў§ќжвмєъ  \ кщмъївюгюгЦбтжЯувяо§|
|ded2d9fefde2d7e920e2d3fce3fedd2020202020 \ 2020202020202020202020202020202020202020|овйў§тзщ тгќуўн      \                     |
|456d657267656e63792026204f70657261746f72 \ 2020202073657276696365206f6e6c7920202020|Emergency & Operator \     service only    |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|202020e0fdefe2c620dee2dffed8dce320202020 \ 20e2d3dcfdc620d6d2dc20dce3d8e0fedbd22020|   р§ятЦ отпўиму     \  тгм§Ц жвм муирўлв  |
|2020202020202020202020202020202020202020 \ 202020dee2dffed8d6fe20d7faefdce020202020|                     \    отпўижў зњямр    |
|2020202020202020202020202020202020202020 \ 2020dcfecdfcd7c620d5d2e320d8e0fedbd22020|                     \   мўЭќзЦ еву ирўлв  |
|2020202020202020202020202020202020202020 \ e3fed0e0eeffd0e4ea20dcf6d320e3fed7efdd20|                     \ уўарюџафъ міг уўзян |
|2020202020d6d0e4fec6d2faf9d6202020202020 \ 2020202020202020202020202020202020202020|     жафўЦвњљж       \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|466972737420202020206d696e20202020202020 \ 416464276c20202020206d696e20202020202020|First     min        \ Add'l     min       |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
|2020202020202020202020202020202020202020 \ 2020202020202020202020202020202020202020|                     \                     |
